Accident_ID,Accident_Severity,Accident_Date,Latitude,Longitude,Light_Conditions,District_Area,Number_of_Casualties,Number_of_Vehicles,Vehicle_Type,Road_Surface_Conditions,Road_Type,Urban_or_Rural
BD202102551,Fatal,25-11-2021,24.303774,88.689923,Darkness - no lights,Rajshahi,6,4,Bicycle,Wet or damp,Dual carriage,Rural
BD202102552,Serious,25-01-2021,24.892516,89.402388,Darkness - no lights,Bogura,2,1,Pickup,Under construction,Narrow road,Urban
BD202102553,Fatal,25-06-2021,23.440244,91.27907,Darkness - lights lit,Comilla,4,3,Car,Dry,Narrow road,Rural
BD202102554,Slight,30-12-2021,24.094907,90.341673,Daylight,Gazipur,2,5,Car,Wet or damp,Dual carriage,Rural
BD202102555,Fatal,28-12-2021,24.308203,88.630251,Daylight,Rajshahi,1,4,Rickshaw,Under construction,Single lane,Urban
BD202102556,Fatal,03-03-2021,24.81315,91.853448,Darkness - lights lit,Sylhet,4,1,Bus,Slippery,Single lane,Rural
BD202102557,Fatal,15-04-2021,22.861958,89.545598,Darkness - no lights,Khulna,8,2,Bus,Slippery,Single lane,Urban
BD202102558,Slight,04-02-2021,22.811782,89.550487,Darkness - lights lit,Khulna,9,4,Bus,Dry,Narrow road,Rural
BD202102559,Slight,01-10-2021,25.83566,89.204644,Darkness - lights lit,Rangpur,6,1,Bicycle,Slippery,Single lane,Urban
BD202102560,Fatal,25-02-2021,23.012966,91.279215,Daylight,Feni,2,2,Rickshaw,Slippery,Single lane,Urban
BD202102561,Fatal,23-10-2021,23.822283,89.132239,Daylight,Kushtia,4,3,Rickshaw,Dry,Single lane,Rural
BD202102562,Serious,21-12-2021,23.731288,90.297863,Darkness - lights lit,Dhaka,8,4,Truck,Under construction,Narrow road,Urban
BD202102563,Slight,19-11-2021,23.397103,91.196464,Darkness - no lights,Comilla,4,4,Truck,Wet or damp,Dual carriage,Rural
BD202102564,Slight,20-06-2021,24.787768,90.348895,Darkness - no lights,Mymensingh,10,3,Bus,Under construction,Dual carriage,Urban
BD202102565,Slight,14-08-2021,23.015652,91.312594,Darkness - no lights,Feni,5,3,Bicycle,Slippery,Narrow road,Rural
BD202102566,Serious,28-01-2021,24.917591,91.84757,Darkness - no lights,Sylhet,3,2,Pickup,Under construction,Narrow road,Urban
BD202102567,Serious,08-03-2021,24.39436,88.742913,Darkness - lights lit,Rajshahi,9,1,Pickup,Wet or damp,Single lane,Urban
BD202102568,Serious,18-08-2021,25.831463,89.156228,Darkness - lights lit,Rangpur,5,3,Truck,Dry,Single lane,Rural
BD202102569,Slight,08-09-2021,22.893788,90.995758,Daylight,Noakhali,3,1,Motorcycle,Dry,Single lane,Urban
BD202102570,Fatal,22-05-2021,22.907309,91.047438,Daylight,Noakhali,4,4,Bicycle,Wet or damp,Single lane,Rural
BD202102571,Serious,27-06-2021,23.439207,91.082893,Daylight,Comilla,3,2,Rickshaw,Wet or damp,Narrow road,Rural
BD202102572,Slight,17-10-2021,23.923455,90.474418,Darkness - lights lit,Gazipur,3,3,Motorcycle,Wet or damp,Dual carriage,Rural
BD202102573,Fatal,24-04-2021,23.255566,89.24658,Darkness - lights lit,Jessore,1,2,Pickup,Slippery,Narrow road,Rural
BD202102574,Slight,24-11-2021,23.85347,90.475373,Darkness - lights lit,Dhaka,4,2,Pickup,Dry,Dual carriage,Rural
BD202102575,Slight,05-01-2021,23.119263,89.110855,Darkness - no lights,Jessore,9,4,Pickup,Slippery,Dual carriage,Urban
BD202102576,Fatal,04-04-2021,22.745975,89.504456,Darkness - no lights,Khulna,3,1,Bicycle,Dry,Narrow road,Urban
BD202102577,Fatal,20-04-2021,23.411093,91.075856,Daylight,Comilla,3,1,Pickup,Wet or damp,Narrow road,Rural
BD202102578,Fatal,10-07-2021,25.679806,89.18508,Daylight,Rangpur,6,1,Truck,Slippery,Narrow road,Rural
BD202102579,Serious,03-05-2021,23.064976,91.302464,Darkness - lights lit,Feni,4,4,Bicycle,Wet or damp,Single lane,Rural
BD202102580,Slight,17-09-2021,23.63113,90.522745,Daylight,Narayanganj,10,3,Pickup,Slippery,Narrow road,Urban
BD202102581,Slight,23-04-2021,22.825398,91.003574,Darkness - lights lit,Noakhali,5,3,Motorcycle,Wet or damp,Narrow road,Rural
BD202102582,Serious,12-09-2021,23.87276,89.012105,Darkness - no lights,Kushtia,4,4,Bicycle,Wet or damp,Narrow road,Urban
BD202102583,Slight,15-02-2021,23.985134,89.159064,Darkness - lights lit,Pabna,9,5,Truck,Under construction,Single lane,Rural
BD202102584,Slight,28-04-2021,24.759427,90.466574,Daylight,Mymensingh,5,2,Truck,Dry,Single lane,Rural
BD202102585,Serious,27-02-2021,23.630024,90.484617,Darkness - no lights,Narayanganj,9,2,Pickup,Under construction,Dual carriage,Rural
BD202102586,Fatal,13-12-2021,23.440267,91.262906,Darkness - no lights,Comilla,10,1,Bicycle,Dry,Single lane,Rural
BD202102587,Serious,26-11-2021,23.406674,91.237112,Daylight,Comilla,8,4,Car,Under construction,Single lane,Rural
BD202102588,Fatal,02-11-2021,23.861796,90.393108,Darkness - lights lit,Dhaka,8,3,Truck,Wet or damp,Narrow road,Urban
BD202102589,Slight,14-05-2021,24.80946,89.36293,Daylight,Bogura,7,2,Motorcycle,Slippery,Narrow road,Rural
BD202102590,Slight,05-08-2021,23.085343,89.111023,Darkness - no lights,Jessore,2,3,Car,Wet or damp,Narrow road,Urban
BD202102591,Fatal,27-01-2021,22.739021,91.024715,Darkness - lights lit,Noakhali,8,4,Van,Under construction,Single lane,Rural
BD202102592,Serious,10-12-2021,24.250835,90.000493,Darkness - no lights,Tangail,2,2,Motorcycle,Wet or damp,Single lane,Rural
BD202102593,Slight,19-02-2021,22.763828,91.204239,Darkness - lights lit,Noakhali,7,4,Motorcycle,Wet or damp,Single lane,Urban
BD202102594,Fatal,11-11-2021,24.454582,88.734237,Darkness - lights lit,Rajshahi,5,5,Motorcycle,Slippery,Narrow road,Urban
BD202102595,Fatal,10-11-2021,22.424413,91.750518,Darkness - no lights,Chattogram,9,2,Truck,Under construction,Narrow road,Rural
BD202102596,Slight,18-08-2021,23.377337,91.197416,Darkness - lights lit,Comilla,5,4,Pickup,Wet or damp,Dual carriage,Urban
BD202102597,Fatal,23-08-2021,22.857336,89.624294,Darkness - lights lit,Khulna,9,1,Bicycle,Slippery,Dual carriage,Urban
BD202102598,Slight,21-07-2021,24.008198,89.121758,Darkness - lights lit,Kushtia,2,5,Bus,Dry,Single lane,Urban
BD202102599,Fatal,20-10-2021,22.951041,91.313416,Darkness - lights lit,Feni,8,3,Bicycle,Dry,Narrow road,Urban
BD202102600,Slight,26-10-2021,22.71766,91.101987,Darkness - lights lit,Noakhali,10,5,Truck,Dry,Single lane,Rural
BD202102601,Fatal,28-03-2021,23.634704,90.578385,Daylight,Narayanganj,2,3,Pickup,Slippery,Dual carriage,Rural
BD202102602,Slight,03-07-2021,22.846515,89.640252,Darkness - no lights,Khulna,3,2,Rickshaw,Wet or damp,Narrow road,Rural
BD202102603,Slight,16-01-2021,23.007617,91.470481,Daylight,Feni,2,1,Rickshaw,Under construction,Narrow road,Rural
BD202102604,Fatal,25-04-2021,22.77526,89.625581,Daylight,Khulna,9,5,Bus,Slippery,Narrow road,Urban
BD202102605,Fatal,11-05-2021,23.658629,90.421256,Darkness - no lights,Narayanganj,1,1,Rickshaw,Slippery,Narrow road,Rural
BD202102606,Slight,02-04-2021,23.561553,90.60276,Darkness - lights lit,Narayanganj,4,1,Bus,Dry,Dual carriage,Rural
BD202102607,Slight,12-08-2021,23.907443,90.411008,Daylight,Gazipur,1,3,Rickshaw,Under construction,Narrow road,Urban
BD202102608,Serious,20-04-2021,23.129395,89.259619,Darkness - lights lit,Jessore,5,1,Car,Wet or damp,Dual carriage,Rural
BD202102609,Slight,19-10-2021,24.073926,89.200291,Darkness - lights lit,Pabna,5,5,Van,Dry,Narrow road,Rural
BD202102610,Fatal,25-05-2021,23.99138,89.34946,Daylight,Pabna,5,1,Car,Wet or damp,Single lane,Rural
BD202102611,Serious,18-01-2021,24.906783,89.465329,Daylight,Bogura,10,2,Van,Wet or damp,Single lane,Urban
BD202102612,Serious,26-04-2021,23.154452,89.156178,Darkness - no lights,Jessore,3,4,Motorcycle,Under construction,Dual carriage,Urban
BD202102613,Fatal,06-05-2021,23.988373,89.285662,Darkness - no lights,Pabna,9,4,Rickshaw,Under construction,Dual carriage,Rural
BD202102614,Slight,24-03-2021,23.927886,89.178713,Darkness - lights lit,Pabna,5,4,Bicycle,Under construction,Dual carriage,Urban
BD202102615,Fatal,19-10-2021,24.159327,89.900463,Darkness - lights lit,Tangail,5,4,Van,Slippery,Narrow road,Urban
BD202102616,Fatal,20-09-2021,24.915489,89.255919,Darkness - lights lit,Bogura,7,1,Van,Slippery,Narrow road,Rural
BD202102617,Serious,21-08-2021,24.036065,90.523799,Daylight,Gazipur,9,5,Car,Slippery,Narrow road,Rural
BD202102618,Fatal,22-06-2021,25.691286,89.321672,Daylight,Rangpur,10,2,Van,Dry,Narrow road,Urban
BD202102619,Slight,06-03-2021,23.71862,90.611347,Darkness - no lights,Narayanganj,1,2,Van,Dry,Narrow road,Rural
BD202102620,Serious,13-08-2021,22.763686,91.003879,Darkness - no lights,Noakhali,3,2,Motorcycle,Under construction,Narrow road,Urban
BD202102621,Serious,12-12-2021,25.673557,89.323689,Daylight,Rangpur,8,1,Van,Slippery,Narrow road,Urban
BD202102622,Slight,22-08-2021,22.861852,91.141617,Daylight,Noakhali,7,1,Bus,Slippery,Single lane,Rural
BD202102623,Serious,04-06-2021,23.133916,89.140746,Darkness - lights lit,Jessore,7,3,Motorcycle,Under construction,Narrow road,Urban
BD202102624,Fatal,20-07-2021,25.760052,89.271283,Darkness - no lights,Rangpur,9,1,Car,Wet or damp,Dual carriage,Urban
BD202102625,Fatal,30-01-2021,22.862467,91.085726,Daylight,Noakhali,3,1,Pickup,Wet or damp,Dual carriage,Rural
BD202102626,Slight,26-11-2021,22.949728,91.339235,Darkness - no lights,Feni,8,5,Motorcycle,Under construction,Narrow road,Urban
BD202102627,Serious,17-02-2021,24.837194,91.812479,Darkness - lights lit,Sylhet,4,2,Motorcycle,Under construction,Narrow road,Rural
BD202102628,Fatal,29-12-2021,24.768966,89.333246,Daylight,Bogura,10,1,Car,Wet or damp,Narrow road,Urban
BD202102629,Serious,13-01-2021,22.752914,89.465039,Daylight,Khulna,4,2,Bicycle,Slippery,Single lane,Rural
BD202102630,Slight,04-01-2021,23.031354,91.346913,Darkness - lights lit,Feni,6,1,Bicycle,Dry,Dual carriage,Urban
BD202102631,Fatal,06-11-2021,22.734647,90.405552,Darkness - lights lit,Barisal,9,2,Van,Slippery,Narrow road,Urban
BD202102632,Fatal,07-10-2021,22.717237,90.463587,Daylight,Barisal,7,5,Motorcycle,Dry,Narrow road,Urban
BD202102633,Fatal,17-12-2021,25.648188,89.332477,Daylight,Rangpur,4,5,Van,Under construction,Narrow road,Urban
BD202102634,Slight,26-12-2021,23.715357,90.587345,Daylight,Narayanganj,2,3,Bicycle,Under construction,Narrow road,Rural
BD202102635,Fatal,09-02-2021,22.750279,91.058237,Darkness - no lights,Noakhali,6,4,Rickshaw,Dry,Narrow road,Urban
BD202102636,Slight,27-11-2021,22.78009,89.564614,Darkness - no lights,Khulna,1,4,Bicycle,Wet or damp,Narrow road,Urban
BD202102637,Serious,26-03-2021,24.789538,90.376398,Darkness - no lights,Mymensingh,2,5,Rickshaw,Wet or damp,Narrow road,Urban
BD202102638,Slight,22-01-2021,22.853501,89.586121,Darkness - no lights,Khulna,1,5,Truck,Dry,Single lane,Urban
BD202102639,Serious,28-04-2021,22.685268,90.438464,Darkness - no lights,Barisal,3,4,Pickup,Wet or damp,Dual carriage,Urban
BD202102640,Fatal,16-11-2021,22.87101,90.99532,Darkness - no lights,Noakhali,5,1,Motorcycle,Slippery,Single lane,Rural
BD202102641,Serious,19-03-2021,23.190925,89.156478,Daylight,Jessore,4,4,Bicycle,Slippery,Dual carriage,Rural
BD202102642,Serious,14-09-2021,23.178204,89.329653,Darkness - no lights,Jessore,9,3,Pickup,Dry,Dual carriage,Urban
BD202102643,Fatal,26-10-2021,22.776812,90.330584,Daylight,Barisal,9,2,Truck,Slippery,Single lane,Urban
BD202102644,Slight,02-11-2021,22.803903,89.476557,Daylight,Khulna,1,3,Pickup,Wet or damp,Dual carriage,Rural
BD202102645,Fatal,16-02-2021,23.816803,90.31992,Darkness - lights lit,Dhaka,3,3,Bus,Slippery,Narrow road,Rural
BD202102646,Fatal,15-04-2021,24.373455,88.50442,Darkness - lights lit,Rajshahi,1,4,Bicycle,Slippery,Dual carriage,Rural
BD202102647,Serious,28-08-2021,24.21477,89.849484,Daylight,Tangail,9,5,Pickup,Under construction,Narrow road,Rural
BD202102648,Fatal,26-12-2021,24.989144,91.923238,Darkness - no lights,Sylhet,10,4,Bus,Slippery,Dual carriage,Rural
BD202102649,Fatal,07-07-2021,22.951931,91.291083,Darkness - no lights,Feni,2,1,Bicycle,Dry,Dual carriage,Urban
BD202102650,Slight,27-09-2021,22.70436,90.284727,Daylight,Barisal,6,5,Motorcycle,Dry,Single lane,Rural
BD202102651,Slight,19-02-2021,24.370886,88.704587,Daylight,Rajshahi,8,4,Rickshaw,Dry,Single lane,Urban
BD202102652,Serious,16-09-2021,24.029159,89.265909,Darkness - no lights,Pabna,1,1,Van,Dry,Single lane,Rural
BD202102653,Slight,03-08-2021,23.818506,90.515044,Darkness - lights lit,Dhaka,6,1,Rickshaw,Dry,Single lane,Urban
BD202102654,Serious,13-05-2021,22.787381,90.356554,Daylight,Barisal,1,3,Bus,Under construction,Narrow road,Rural
BD202102655,Fatal,19-06-2021,22.662152,90.343801,Daylight,Barisal,7,2,Bicycle,Slippery,Dual carriage,Urban
BD202102656,Slight,29-04-2021,25.681212,89.307923,Daylight,Rangpur,6,5,Car,Dry,Dual carriage,Urban
BD202102657,Fatal,03-09-2021,23.909018,89.024592,Daylight,Kushtia,1,1,Motorcycle,Slippery,Narrow road,Urban
BD202102658,Fatal,12-04-2021,23.10623,89.215112,Darkness - lights lit,Jessore,1,4,Bicycle,Dry,Narrow road,Rural
BD202102659,Fatal,31-08-2021,22.434418,91.799134,Daylight,Chattogram,9,5,Van,Dry,Single lane,Urban
BD202102660,Serious,14-07-2021,24.399907,88.585467,Darkness - lights lit,Rajshahi,5,2,Motorcycle,Slippery,Narrow road,Urban
BD202102661,Serious,28-11-2021,24.020282,89.221171,Darkness - lights lit,Pabna,10,2,Rickshaw,Under construction,Narrow road,Rural
BD202102662,Fatal,30-11-2021,24.281826,89.808838,Daylight,Tangail,5,2,Bus,Slippery,Dual carriage,Urban
BD202102663,Slight,23-01-2021,23.16536,89.171038,Daylight,Jessore,9,1,Rickshaw,Slippery,Dual carriage,Rural
BD202102664,Fatal,02-01-2021,24.215237,90.02732,Darkness - lights lit,Tangail,3,5,Bus,Slippery,Narrow road,Urban
BD202102665,Fatal,19-10-2021,23.399339,91.135599,Daylight,Comilla,4,4,Motorcycle,Dry,Dual carriage,Urban
BD202102666,Serious,23-12-2021,24.007979,89.320926,Darkness - lights lit,Pabna,7,3,Rickshaw,Dry,Dual carriage,Urban
BD202102667,Fatal,05-01-2021,22.965334,91.447328,Darkness - no lights,Feni,1,3,Bicycle,Under construction,Narrow road,Urban
BD202102668,Fatal,19-08-2021,24.921275,89.324404,Darkness - no lights,Bogura,2,2,Bicycle,Under construction,Single lane,Urban
BD202102669,Fatal,07-10-2021,25.72245,89.240773,Darkness - lights lit,Rangpur,6,5,Van,Dry,Narrow road,Urban
BD202102670,Slight,23-01-2021,24.430171,88.514743,Darkness - lights lit,Rajshahi,5,1,Motorcycle,Slippery,Dual carriage,Urban
BD202102671,Slight,19-08-2021,23.962684,90.463058,Daylight,Gazipur,2,4,Truck,Dry,Narrow road,Urban
BD202102672,Slight,26-02-2021,24.014089,90.404709,Darkness - no lights,Gazipur,4,3,Van,Wet or damp,Dual carriage,Urban
BD202102673,Slight,08-07-2021,24.85799,89.29742,Darkness - lights lit,Bogura,4,2,Rickshaw,Wet or damp,Dual carriage,Rural
BD202102674,Fatal,17-06-2021,22.687143,90.353909,Daylight,Barisal,9,4,Car,Slippery,Dual carriage,Urban
BD202102675,Fatal,17-01-2021,22.781238,90.2961,Darkness - lights lit,Barisal,6,5,Rickshaw,Dry,Narrow road,Urban
BD202102676,Fatal,25-06-2021,22.430466,91.817818,Darkness - no lights,Chattogram,1,2,Pickup,Slippery,Dual carriage,Rural
BD202102677,Fatal,10-07-2021,23.813068,89.173712,Daylight,Kushtia,9,3,Rickshaw,Dry,Narrow road,Urban
BD202102678,Fatal,29-12-2021,24.80201,91.988071,Daylight,Sylhet,7,3,Bicycle,Wet or damp,Narrow road,Rural
BD202102679,Serious,07-02-2021,23.698127,90.451762,Darkness - lights lit,Narayanganj,4,3,Pickup,Wet or damp,Single lane,Rural
BD202102680,Fatal,10-11-2021,25.695382,89.246746,Darkness - lights lit,Rangpur,10,2,Rickshaw,Dry,Single lane,Rural
BD202102681,Slight,03-01-2021,23.434033,91.150261,Darkness - no lights,Comilla,6,2,Motorcycle,Dry,Single lane,Urban
BD202102682,Serious,09-05-2021,23.426455,91.209972,Darkness - no lights,Comilla,9,1,Car,Under construction,Narrow road,Rural
BD202102683,Slight,30-05-2021,22.749553,91.182836,Darkness - lights lit,Noakhali,4,2,Motorcycle,Dry,Single lane,Urban
BD202102684,Fatal,15-03-2021,23.87278,90.406856,Darkness - no lights,Dhaka,4,1,Truck,Dry,Dual carriage,Urban
BD202102685,Serious,05-02-2021,24.434146,88.563415,Darkness - lights lit,Rajshahi,5,1,Rickshaw,Under construction,Narrow road,Rural
BD202102686,Serious,28-03-2021,22.749113,89.56891,Darkness - no lights,Khulna,7,2,Bicycle,Slippery,Dual carriage,Urban
BD202102687,Slight,20-06-2021,25.735482,89.291319,Darkness - lights lit,Rangpur,5,3,Rickshaw,Slippery,Dual carriage,Urban
BD202102688,Slight,28-04-2021,23.061868,91.501582,Darkness - no lights,Feni,3,5,Truck,Under construction,Dual carriage,Urban
BD202102689,Slight,23-08-2021,22.872491,89.603673,Darkness - no lights,Khulna,10,3,Bus,Under construction,Dual carriage,Urban
BD202102690,Fatal,06-09-2021,24.280362,88.542672,Darkness - lights lit,Rajshahi,5,4,Rickshaw,Slippery,Dual carriage,Rural
BD202102691,Slight,11-08-2021,24.052641,89.217328,Darkness - no lights,Pabna,7,2,Pickup,Wet or damp,Dual carriage,Urban
BD202102692,Fatal,27-03-2021,25.733093,89.229266,Daylight,Rangpur,9,2,Pickup,Dry,Single lane,Rural
BD202102693,Fatal,03-05-2021,22.722471,90.27794,Daylight,Barisal,8,3,Van,Slippery,Single lane,Rural
BD202102694,Slight,12-11-2021,24.920283,91.790412,Daylight,Sylhet,5,3,Car,Wet or damp,Narrow road,Urban
BD202102695,Slight,03-03-2021,23.723065,90.371786,Darkness - lights lit,Dhaka,9,1,Bicycle,Dry,Single lane,Urban
BD202102696,Slight,10-05-2021,24.693328,90.513658,Daylight,Mymensingh,9,5,Pickup,Wet or damp,Single lane,Rural
BD202102697,Serious,24-10-2021,22.267891,91.705587,Darkness - no lights,Chattogram,10,5,Bicycle,Under construction,Dual carriage,Urban
BD202102698,Serious,14-04-2021,22.710744,90.348956,Daylight,Barisal,5,1,Truck,Slippery,Single lane,Urban
BD202102699,Serious,29-04-2021,25.65307,89.156941,Daylight,Rangpur,6,3,Motorcycle,Under construction,Dual carriage,Urban
BD202102700,Fatal,14-06-2021,23.264314,89.25812,Darkness - lights lit,Jessore,6,4,Truck,Slippery,Dual carriage,Rural
BD202102701,Fatal,26-08-2021,23.974081,90.412904,Darkness - no lights,Gazipur,2,5,Pickup,Slippery,Narrow road,Urban
BD202102702,Serious,15-03-2021,25.69721,89.23797,Darkness - lights lit,Rangpur,10,4,Car,Slippery,Narrow road,Urban
BD202102703,Fatal,24-11-2021,23.492609,91.272775,Darkness - no lights,Comilla,2,5,Car,Under construction,Single lane,Rural
BD202102704,Serious,03-12-2021,23.937826,90.501687,Darkness - lights lit,Gazipur,5,3,Car,Slippery,Dual carriage,Rural
BD202102705,Slight,08-08-2021,25.668211,89.206798,Daylight,Rangpur,4,4,Van,Slippery,Dual carriage,Rural
BD202102706,Fatal,29-04-2021,23.816435,89.033595,Darkness - lights lit,Kushtia,2,2,Van,Wet or damp,Dual carriage,Rural
BD202102707,Slight,31-01-2021,22.440361,91.773465,Daylight,Chattogram,10,3,Bus,Slippery,Dual carriage,Rural
BD202102708,Fatal,22-04-2021,22.616533,90.463834,Daylight,Barisal,4,1,Van,Slippery,Narrow road,Rural
BD202102709,Slight,12-09-2021,22.892498,91.160924,Darkness - lights lit,Noakhali,8,3,Motorcycle,Under construction,Single lane,Rural
BD202102710,Serious,27-04-2021,23.253395,89.152831,Daylight,Jessore,3,1,Motorcycle,Slippery,Dual carriage,Urban
BD202102711,Slight,17-09-2021,24.068274,90.465598,Daylight,Gazipur,5,1,Motorcycle,Slippery,Narrow road,Rural
BD202102712,Serious,24-05-2021,23.982952,89.191059,Daylight,Kushtia,10,2,Rickshaw,Under construction,Dual carriage,Urban
BD202102713,Fatal,16-06-2021,22.785999,91.165656,Darkness - lights lit,Noakhali,3,4,Pickup,Dry,Narrow road,Urban
BD202102714,Fatal,29-07-2021,23.861491,89.078662,Darkness - lights lit,Kushtia,1,1,Truck,Dry,Single lane,Rural
BD202102715,Fatal,13-08-2021,24.668681,90.524718,Darkness - no lights,Mymensingh,3,2,Pickup,Under construction,Single lane,Rural
BD202102716,Serious,04-02-2021,22.774901,91.104749,Darkness - no lights,Noakhali,5,4,Car,Dry,Single lane,Rural
BD202102717,Slight,26-04-2021,24.725367,90.530683,Darkness - lights lit,Mymensingh,8,4,Truck,Under construction,Dual carriage,Rural
BD202102718,Slight,24-07-2021,22.66801,90.420351,Darkness - lights lit,Barisal,5,2,Bus,Under construction,Dual carriage,Urban
BD202102719,Fatal,20-01-2021,24.072083,90.404546,Daylight,Gazipur,10,5,Motorcycle,Dry,Single lane,Rural
BD202102720,Slight,15-04-2021,24.825634,89.429459,Daylight,Bogura,7,2,Truck,Dry,Narrow road,Rural
BD202102721,Serious,11-10-2021,24.446179,88.685284,Darkness - no lights,Rajshahi,7,2,Pickup,Under construction,Dual carriage,Rural
BD202102722,Slight,11-12-2021,24.309025,88.717294,Darkness - no lights,Rajshahi,1,3,Pickup,Wet or damp,Single lane,Rural
BD202102723,Fatal,30-07-2021,23.983516,89.252095,Darkness - no lights,Pabna,6,1,Bicycle,Under construction,Narrow road,Rural
BD202102724,Slight,22-08-2021,24.961187,91.793915,Darkness - lights lit,Sylhet,10,2,Truck,Under construction,Single lane,Urban
BD202102725,Slight,26-12-2021,22.413802,91.806279,Daylight,Chattogram,9,4,Van,Under construction,Dual carriage,Rural
BD202102726,Slight,08-09-2021,24.079668,90.341273,Darkness - lights lit,Gazipur,7,2,Van,Wet or damp,Single lane,Urban
BD202102727,Fatal,01-09-2021,24.731236,90.500182,Darkness - lights lit,Mymensingh,7,1,Rickshaw,Slippery,Dual carriage,Rural
BD202102728,Slight,05-01-2021,22.885846,91.295728,Daylight,Feni,5,1,Motorcycle,Dry,Dual carriage,Urban
BD202102729,Slight,24-08-2021,23.264813,89.167295,Daylight,Jessore,3,5,Bus,Under construction,Narrow road,Urban
BD202102730,Slight,12-09-2021,24.004109,89.043608,Darkness - no lights,Kushtia,10,5,Van,Dry,Narrow road,Urban
BD202102731,Serious,11-07-2021,24.222219,89.977389,Darkness - lights lit,Tangail,2,4,Bus,Wet or damp,Narrow road,Urban
BD202102732,Fatal,09-03-2021,23.013556,91.408269,Daylight,Feni,1,2,Bicycle,Slippery,Single lane,Rural
BD202102733,Serious,12-02-2021,24.25598,89.999126,Darkness - no lights,Tangail,6,1,Rickshaw,Under construction,Single lane,Rural
BD202102734,Fatal,04-04-2021,23.57059,90.486593,Darkness - lights lit,Narayanganj,6,4,Motorcycle,Wet or damp,Dual carriage,Urban
BD202102735,Slight,12-04-2021,23.93709,89.256826,Darkness - no lights,Pabna,5,1,Truck,Wet or damp,Single lane,Urban
BD202102736,Slight,22-08-2021,23.573709,90.460522,Darkness - lights lit,Narayanganj,5,5,Pickup,Under construction,Single lane,Urban
BD202102737,Slight,16-08-2021,25.73815,89.161625,Darkness - lights lit,Rangpur,6,5,Bus,Under construction,Dual carriage,Rural
BD202102738,Slight,03-06-2021,23.919388,90.464623,Daylight,Gazipur,3,1,Van,Slippery,Single lane,Rural
BD202102739,Serious,14-03-2021,24.235794,90.00425,Darkness - lights lit,Tangail,8,5,Truck,Dry,Narrow road,Rural
BD202102740,Fatal,29-07-2021,23.020934,91.270744,Darkness - no lights,Feni,1,4,Truck,Dry,Dual carriage,Urban
BD202102741,Serious,18-08-2021,23.932342,89.022294,Darkness - no lights,Kushtia,8,4,Bus,Dry,Dual carriage,Urban
BD202102742,Serious,08-01-2021,23.866487,90.530462,Daylight,Dhaka,4,4,Motorcycle,Wet or damp,Dual carriage,Urban
BD202102743,Fatal,25-06-2021,23.17294,89.263867,Darkness - no lights,Jessore,3,2,Bicycle,Dry,Dual carriage,Rural
BD202102744,Fatal,22-06-2021,23.571063,90.485423,Darkness - no lights,Narayanganj,3,1,Bus,Wet or damp,Single lane,Rural
BD202102745,Fatal,28-11-2021,23.881519,90.332682,Daylight,Dhaka,10,3,Motorcycle,Under construction,Single lane,Rural
BD202102746,Fatal,28-06-2021,24.848007,91.855604,Darkness - lights lit,Sylhet,6,3,Van,Slippery,Single lane,Urban
BD202102747,Fatal,04-08-2021,22.85915,91.070012,Darkness - no lights,Noakhali,10,3,Car,Under construction,Dual carriage,Rural
BD202102748,Slight,09-07-2021,23.994546,89.02247,Darkness - no lights,Kushtia,3,1,Motorcycle,Dry,Single lane,Urban
BD202102749,Fatal,06-01-2021,23.597761,90.550549,Daylight,Narayanganj,2,3,Rickshaw,Slippery,Single lane,Urban
BD202102750,Slight,04-11-2021,23.755497,90.450039,Darkness - no lights,Dhaka,7,5,Truck,Wet or damp,Dual carriage,Rural
BD202102751,Slight,06-02-2021,22.289743,91.676635,Daylight,Chattogram,5,3,Pickup,Dry,Narrow road,Urban
BD202102752,Slight,25-04-2021,24.174203,90.019896,Darkness - no lights,Tangail,5,4,Bus,Under construction,Narrow road,Rural
BD202102753,Fatal,21-09-2021,23.17705,89.291123,Darkness - no lights,Jessore,9,1,Truck,Wet or damp,Narrow road,Rural
BD202102754,Slight,05-09-2021,22.323431,91.805438,Darkness - no lights,Chattogram,6,2,Pickup,Slippery,Dual carriage,Rural
BD202102755,Serious,19-04-2021,23.46179,91.287877,Darkness - no lights,Comilla,3,5,Bus,Wet or damp,Narrow road,Rural
BD202102756,Fatal,10-09-2021,25.793415,89.33053,Daylight,Rangpur,4,5,Bicycle,Dry,Single lane,Urban
BD202102757,Slight,26-03-2021,24.159271,89.928621,Darkness - lights lit,Tangail,10,3,Truck,Dry,Single lane,Urban
BD202102758,Slight,16-04-2021,22.694398,90.456182,Darkness - no lights,Barisal,1,1,Van,Slippery,Narrow road,Rural
BD202102759,Slight,31-03-2021,25.695368,89.21996,Darkness - lights lit,Rangpur,4,3,Truck,Wet or damp,Single lane,Urban
BD202102760,Slight,17-02-2021,22.827869,89.478709,Darkness - lights lit,Khulna,5,4,Van,Under construction,Single lane,Rural
BD202102761,Slight,23-04-2021,24.820737,91.95448,Darkness - no lights,Sylhet,6,1,Bicycle,Dry,Single lane,Rural
BD202102762,Fatal,05-02-2021,24.012655,90.506727,Darkness - lights lit,Gazipur,4,1,Motorcycle,Wet or damp,Dual carriage,Rural
